Incident Num,CAD Num,Inc Type Code,Inc Type Desc,Shift,Address,Apt,City,Zip,County,Station First Due,BC District,Fire District,Medic First Due,Pop Density,Response Type,911 Date,Notify Date,Arrival Date,Clear Date,Action Taken,Property Use,Property Loss,Property Value,Mutual Aid,Cause of Ignition,Fire Spread,Injury/Fatality,Geo Status,How Geocoded,Incident Date,Process Time,Unit Response Time,Total Response Time,Total Resource Time,Incident Category,Record ID,Inc Type Desc,X,Y
SM-2019-40032,2019-0048577,321,Emergency medical incident,C,5367 S Prescott Street,,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,12/3/2019 21:22,12/3/2019 21:22,12/3/2019 21:28,12/3/2019 21:58,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 21:22,0:40,5:43,6:23,35:56:00,"RESCUE, EMS",SM-224487,321 - Emergency medical incident,-11689716.5,4810800.697
SM-2019-40046,2019-0048593,321,Emergency medical incident,C,1755 S Beeler Street,1-Q,UNINC ARAP,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,12/4/2019 4:03,12/4/2019 4:04,12/4/2019 4:09,12/4/2019 4:43,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 4:03,0:16,4:50,5:06,39:46:00,"RESCUE, EMS",SM-224501,321 - Emergency medical incident,-11675625.68,4820409.79
SM-2019-40151,2019-0048713,321,Emergency medical incident,B,1231 S Wabash Street,,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,12/4/2019 20:02,12/4/2019 20:02,12/4/2019 20:08,12/4/2019 20:46,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/4/2019 20:02,0:08,5:34,5:42,44:11:00,"RESCUE, EMS",SM-224609,321 - Emergency medical incident,-11676295.82,4821578.664
SM-2019-40165,2019-0048736,321,Emergency medical incident,B,5579 S Windermere Street,103,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,12/4/2019 23:01,12/4/2019 23:02,12/4/2019 23:07,12/4/2019 23:43,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 23:01,0:38,5:04,5:42,42:14:00,"RESCUE, EMS",SM-224619,321 - Emergency medical incident,-11689344.69,4810271.785
SM-2019-40166,2019-0048737,321,Emergency medical incident,B,18698 E Mainstreet,204,PARKER,80134,Douglas,41,4,SOUTH METRO,41,URBAN,Emergent,12/4/2019 23:09,12/4/2019 23:10,12/4/2019 23:15,12/4/2019 23:36,Provide advanced life support (ALS),Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 23:09,1:04,5:10,6:14,26:20:00,"RESCUE, EMS",SM-224620,321 - Emergency medical incident,-11663051.03,4795984.415
SM-2019-40183,2019-0048761,321,Emergency medical incident,B,9081 E Phillips Drive,,CENTENNIAL,80112,Arapahoe,34,3,SOUTH METRO,34,URBAN,Non-emergent,12/5/2019 7:51,12/5/2019 7:52,12/5/2019 7:56,12/5/2019 8:28,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 7:51,0:33,4:12,4:45,36:05:00,"RESCUE, EMS",SM-224638,321 - Emergency medical incident,-11675549.98,4803528.448
SM-2019-40354,2019-0048961,511,Lock-out,A,12959 S Parker Road,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,SUBURBAN,Non-emergent,12/6/2019 14:13,12/6/2019 14:13,12/6/2019 14:14,12/6/2019 14:21,Forcible entry,"Service station, gas station",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 14:13,0:25,1:20,1:45,8:40,SERVICE CALL,SM-224810,511 - Lock-out,-11661901.1,4790632.259
SM-2019-40357,2019-0048964,321,Emergency medical incident,A,7529 W Frost Drive,,UNINC JEFF,80128,Jefferson,13,2,SOUTH METRO,13,URBAN,Emergent,12/6/2019 14:21,12/6/2019 14:21,12/6/2019 14:27,12/6/2019 14:54,Provide advanced life support (ALS),1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 14:21,0:24,5:17,5:41,33:06:00,"RESCUE, EMS",SM-224813,321 - Emergency medical incident,-11697724.83,4805975.055
SM-2019-40271,2019-0048860,321,Emergency medical incident,B,7783 S Elizabeth Way,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,12/5/2019 21:43,12/5/2019 21:44,12/5/2019 21:48,12/5/2019 22:28,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 21:43,0:20,4:18,4:38,44:38:00,"RESCUE, EMS",SM-224727,321 - Emergency medical incident,-11683922.32,4804459.937
SM-2019-40272,2019-0048861,736,Malfunction - due to carbon monoxide detector activation,B,18283 Peru Creek Avenue,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,SUBURBAN,Non-emergent,12/5/2019 21:48,12/5/2019 21:48,12/5/2019 21:53,12/5/2019 22:02,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 21:48,0:24,5:07,5:31,14:29,"FALSE ALARM, FALSE CALL",SM-224726,736 - Malfunction - due to carbon monoxide detector activation,-11663623.21,4791447.16
SM-2019-40289,2019-0048879,321,Emergency medical incident,B,9350 Roadrunner Street,,UNINC DOUG,80129,Douglas,18,1,SOUTH METRO,18,URBAN,Non-emergent,12/6/2019 3:45,12/6/2019 3:45,12/6/2019 3:51,12/6/2019 4:19,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 3:45,0:27,5:52,6:19,34:25:00,"RESCUE, EMS",SM-224744,321 - Emergency medical incident,-11689237.83,4800297.07
SM-2019-40290,2019-0048880,321,Emergency medical incident,B,7510 E Easter Avenue,,CENTENNIAL,80112,Arapahoe,33,3,SOUTH METRO,32,URBAN,Non-emergent,12/6/2019 4:18,12/6/2019 4:18,12/6/2019 4:25,12/6/2019 5:00,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 4:18,0:09,6:35,6:44,41:51:00,"RESCUE, EMS",SM-224747,321 - Emergency medical incident,-11677601.6,4806253.839
SM-2019-40304,2019-0048896,321,Emergency medical incident,A,12300 E Arapahoe Road,,CENTENNIAL,80112.1,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,12/6/2019 7:39,12/6/2019 7:39,12/6/2019 7:44,12/6/2019 8:26,Transport person,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 7:39,0:17,4:41,4:58,47:24:00,"RESCUE, EMS",SM-224762,321 - Emergency medical incident,-11671396.65,4807132.13
SM-2019-40478,2019-0049110,321,Emergency medical incident,A,10141 Amethyst Way,,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,44,URBAN,Non-emergent,12/7/2019 13:59,12/7/2019 13:59,12/7/2019 14:05,12/7/2019 14:47,"Provide advanced life support (ALS); Provide basic life support (BLS); Transport person; Action taken, other; Operate apparatus or vehicle",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 13:59,0:30,6:02,6:32,48:32:00,"RESCUE, EMS",SM-224930,321 - Emergency medical incident,-11664678.52,4798261.75
SM-2019-40479,2019-0049111,321,Emergency medical incident,A,6016 Vacquero Drive,,CASTLE PINES,80108,Douglas,36,1,SOUTH METRO,36,SUBURBAN,Emergent,12/7/2019 14:15,12/7/2019 14:16,12/7/2019 14:27,12/7/2019 14:48,Provide first aid &amp; check for injuries,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 14:15,0:23,10:58,11:21,33:09:00,"RESCUE, EMS",SM-224934,321 - Emergency medical incident,-11679500.71,4791587.071
SM-2019-40492,2019-0049127,611,Dispatched & cancelled enroute,A,6038 S Fulton Street,,UNINC ARAP,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Emergent,12/7/2019 15:45,12/7/2019 15:45,,12/7/2019 15:49,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 15:45,0:12,0:00,0:00,4:18,GOOD INTENT CALL,SM-224945,611 - Dispatched & cancelled enroute,-11674193,4809007.425
SM-2019-40510,2019-0049149,611,Dispatched & cancelled enroute,A,10250 Charissglen Circle,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Emergent,12/7/2019 18:15,12/7/2019 18:16,,12/7/2019 18:20,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 18:15,0:26,0:00,0:00,4:04,GOOD INTENT CALL,SM-224966,611 - Dispatched & cancelled enroute,-11684227.34,4797349.599
SM-2019-40511,2019-0049150,743,Unintentional - smoke detector activation (no fire),A,10594 Atwood Circle,,UNINC DOUG,80130,Douglas,17,2,SOUTH METRO,17,URBAN,Emergent,12/7/2019 18:17,12/7/2019 18:18,12/7/2019 18:24,12/7/2019 18:29,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 18:17,0:22,6:04,6:26,12:00,"FALSE ALARM, FALSE CALL",SM-224967,743 - Unintentional - smoke detector activation (no fire),-11680159.72,4797043.643
SM-2019-40528,2019-0049175,321,Emergency medical incident,A,10900 E Briarwood Avenue,,CENTENNIAL,80112.1,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,12/7/2019 21:24,12/7/2019 21:24,12/7/2019 21:30,12/7/2019 22:11,Transport person,"Service station, gas station",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 21:24,0:17,6:15,6:32,47:22:00,"RESCUE, EMS",SM-224988,321 - Emergency medical incident,-11673159.95,4806623.636
SM-2019-40529,2019-0049176,611,Dispatched & cancelled enroute,A,9796 E Mexico Avenue,208,AURORA,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,12/7/2019 21:25,12/7/2019 21:25,,12/7/2019 21:28,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 21:25,0:27,0:00,0:00,3:02,GOOD INTENT CALL,SM-224985,611 - Dispatched & cancelled enroute,-11674522.5,4820283.942
SM-2019-40542,2019-0049189,321,Emergency medical incident,A,10355 Bristleridge Court,,UNINC DOUG,80134,Douglas,44,4,SOUTH METRO,44,SUBURBAN,Non-emergent,12/8/2019 0:05,12/8/2019 0:06,12/8/2019 0:12,12/8/2019 0:38,Provide advanced life support (ALS); Transport person; Provide manpower,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/8/2019 0:05,0:43,6:21,7:04,32:42:00,"RESCUE, EMS",SM-225000,321 - Emergency medical incident,-11668721.65,4797695.976
SM-2019-40543,2019-0049190,611,Dispatched & cancelled enroute,A,Mallard Street & Mallard Way,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Emergent,12/8/2019 0:18,12/8/2019 0:18,,12/8/2019 0:21,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/8/2019 0:18,0:26,0:00,0:00,3:11,GOOD INTENT CALL,SM-225002,611 - Dispatched & cancelled enroute,-11682254.76,4801748.029
SM-2019-40654,2019-0049323,321,Emergency medical incident,C,9032 Ramona Avenue,,UNINC DOUG,80125,Douglas,40,1,SOUTH METRO,16,RURAL,Non-emergent,12/9/2019 3:37,12/9/2019 3:38,12/9/2019 3:47,12/9/2019 4:22,"Assistance, other; Provide advanced life support (ALS); Transport person",1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/9/2019 3:37,0:40,9:24,10:04,45:02:00,"RESCUE, EMS",SM-225113,321 - Emergency medical incident,-11694681.35,4795962.769
SM-2019-40655,2019-0049324,321,Emergency medical incident,C,10900 E Briarwood Avenue,,CENTENNIAL,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,12/9/2019 3:46,12/9/2019 3:46,12/9/2019 3:53,12/9/2019 4:13,Provide advanced life support (ALS); Transport person,Department or discount store,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 3:46,0:07,6:29,6:36,27:27:00,"RESCUE, EMS",SM-225112,321 - Emergency medical incident,-11673159.95,4806623.636
SM-2019-40673,2019-0049347,321,Emergency medical incident,C,5188 S Pearl Street,,UNINC ARAP,80121.1,Arapahoe,37,3,SOUTH METRO,37,SUBURBAN,Non-emergent,12/9/2019 8:50,12/9/2019 8:50,12/9/2019 8:55,12/9/2019 9:28,Transport person; Provide advanced life support (ALS),1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 8:50,0:18,4:33,4:51,37:56:00,"RESCUE, EMS",SM-225132,321 - Emergency medical incident,-11686392.5,4811290.615
SM-2019-40686,2019-0049366,321,Emergency medical incident,C,7720 S Broadway,590,LITTLETON,80122,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,12/9/2019 10:58,12/9/2019 10:59,12/9/2019 11:04,12/9/2019 12:42,Provide first aid &amp; check for injuries,"Doctor, dentist or oral surgeon office",NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/9/2019 10:58,1:01,4:56,5:57,104:08:00,"RESCUE, EMS",SM-225145,321 - Emergency medical incident,-11687108.29,4804705.46
SM-2019-40687,2019-0049367,321,Emergency medical incident,C,6021 S Liverpool Street,,CENTENNIAL,80016,Arapahoe,23,5,SOUTH METRO,23,SUBURBAN,Non-emergent,12/9/2019 11:05,12/9/2019 11:05,12/9/2019 11:10,12/9/2019 12:09,Provide first aid &amp; check for injuries,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/9/2019 11:05,0:06,4:42,4:48,63:21:00,"RESCUE, EMS",SM-225144,321 - Emergency medical incident,-11660321.48,4809033.433
SM-2019-40715,2019-0049401,353,Extrication of victims(s) from elevator,C,385 Inverness Parkway,,UNINC DOUG,80112.1,Arapahoe,34,3,SOUTH METRO,34,URBAN,"Emergent initially, changing to non-emergent",12/9/2019 15:40,12/9/2019 15:41,12/9/2019 15:50,12/9/2019 16:03,"Assistance, other",Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 15:40,0:39,8:53,9:32,23:09,"RESCUE, EMS",SM-225176,353 - Extrication of victims(s) from elevator,-11673728.8,4802660.58
SM-2019-40735,2019-0049424,550,"Public service assistance, other",C,10789 S Havana Street,,LONE TREE,80134,Douglas,44,4,SOUTH METRO,44,RURAL,Emergent,12/9/2019 17:20,12/9/2019 17:20,12/9/2019 17:26,12/9/2019 18:03,"Assistance, other",Rapid transit station,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 17:20,0:24,5:56,6:20,43:14:00,SERVICE CALL,SM-225187,"550 - Public service assistance, other",-11673552.91,4796512.572
SM-2019-40736,2019-0049426,321,Emergency medical incident,C,6325 S University Boulevard,,CENTENNIAL,80121,Arapahoe,37,3,SOUTH METRO,37,URBAN,Non-emergent,12/9/2019 17:27,12/9/2019 17:27,12/9/2019 17:33,12/9/2019 18:21,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 17:27,0:25,6:04,6:29,53:56:00,"RESCUE, EMS",SM-225195,321 - Emergency medical incident,-11684189.49,4808273.446
SM-2019-40751,2019-0049442,571,"Cover assignment, standby, moveup",C,17148 Waterhouse Circle,E,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,42,URBAN,Emergent,12/9/2019 19:06,12/9/2019 19:06,12/9/2019 19:11,12/9/2019 19:19,Standby,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 19:06,0:18,4:46,5:04,12:41,SERVICE CALL,SM-225210,"571 - Cover assignment, standby, moveup",-11665200.61,4801297.56
SM-2019-40754,2019-0049445,321,Emergency medical incident,C,9701 E Iliff Avenue,2105,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,12/9/2019 19:18,12/9/2019 19:18,12/9/2019 19:21,12/9/2019 19:56,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/9/2019 19:18,0:12,2:35,2:47,38:35:00,"RESCUE, EMS",SM-225213,321 - Emergency medical incident,-11674592.64,4818973.477
SM-2019-40811,2019-0049514,321,Emergency medical incident,B,8381 Southpark Lane,,LITTLETON,80129,Arapahoe,18,1,SOUTH METRO,18,URBAN,Non-emergent,12/10/2019 10:55,12/10/2019 10:55,12/10/2019 11:02,12/10/2019 11:36,Provide advanced life support (ALS); Transport person,"Clinics, doctors offices, hemodialysis cntr, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 10:55,0:38,6:19,6:57,41:33:00,"RESCUE, EMS",SM-225269,321 - Emergency medical incident,-11688278.25,4803037.465
SM-2019-40812,2019-0049515,611,Dispatched & cancelled enroute,B,22360 E Lake Avenue,,CENTENNIAL,80015,Arapahoe,23,5,SOUTH METRO,23,URBAN,Non-emergent,12/10/2019 10:58,12/10/2019 10:58,,12/10/2019 11:03,Cancelled enroute,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 10:58,0:23,0:00,0:00,5:33,GOOD INTENT CALL,SM-225272,611 - Dispatched & cancelled enroute,-11658232.01,4809190.928
SM-2019-40829,2019-0049535,611,Dispatched & cancelled enroute,B,12257 S Wadsworth Boulevard,,UNINC JEFF,80127,Jefferson,19,1,SOUTH METRO,16,RURAL,Emergent,12/10/2019 12:39,12/10/2019 12:39,,12/10/2019 12:46,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 12:39,0:34,0:00,0:00,7:11,GOOD INTENT CALL,SM-225285,611 - Dispatched & cancelled enroute,-11699974.59,4793534.475
SM-2019-40830,2019-0049536,321,Emergency medical incident,B,700 W Mineral Avenue,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,12/10/2019 12:46,12/10/2019 12:47,12/10/2019 12:50,12/10/2019 13:48,Provide advanced life support (ALS); Transport person,"Mercantile, business, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 12:46,0:21,3:31,3:52,62:14:00,"RESCUE, EMS",SM-225286,321 - Emergency medical incident,-11688268.23,4803915.475
SM-2019-40847,2019-0049556,321,Emergency medical incident,B,11500 N Roxborough Park Road,,UNINC JEFF,80128,Jefferson,16,1,SOUTH METRO,16,RURAL,Non-emergent,12/10/2019 14:05,12/10/2019 14:06,12/10/2019 14:14,12/10/2019 15:02,Provide advanced life support (ALS); Transport person,"Variable-use amusement, recreation places, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 14:05,0:41,8:40,9:21,56:35:00,"RESCUE, EMS",SM-225311,321 - Emergency medical incident,-11694772.63,4802599.934
SM-2019-40861,2019-0049573,325,Vehicle accident with no injuries,B,W C470 & Lucen Boulevard,,UNINC DOUG,80129,Douglas,18,1,SOUTH METRO,18,URBAN,Emergent,12/10/2019 16:07,12/10/2019 16:08,12/10/2019 16:13,12/10/2019 16:28,Investigate,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 16:07,0:58,5:03,6:01,20:48,"RESCUE, EMS",SM-225320,325 - Vehicle accident with no injuries,-11690237.48,4802524.848
SM-2019-40862,2019-0049574,321,Emergency medical incident,B,3235 Mill Vista Road,DINING,UNINC DOUG,80125,Douglas,16,1,SOUTH METRO,16,URBAN,Non-emergent,12/10/2019 16:11,12/10/2019 16:12,12/10/2019 16:18,12/10/2019 16:51,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 16:11,0:46,5:59,6:45,39:53:00,"RESCUE, EMS",SM-225322,321 - Emergency medical incident,-11691992.98,4802251.943
SM-2019-40924,2019-0049644,651,"Smoke or odor investigation, no fire",B,S Dayton Street & E Peakview Avenue,,GREENWOOD VILLAGE,80111.3,Arapahoe,31,5,SOUTH METRO,31,URBAN,Emergent,12/11/2019 7:42,12/11/2019 7:43,12/11/2019 7:52,12/11/2019 7:54,Investigate,"Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/11/2019 7:42,0:33,9:23,9:56,12:03,GOOD INTENT CALL,SM-225383,"651 - Smoke or odor investigation, no fire",-11674760.73,4807793.789
SM-2019-40925,2019-0049645,322,Vehicle accident with injuries,B,Canterberry Parkway & Hilltop Road,,PARKER,80138,Douglas,46,4,SOUTH METRO,46,RURAL,Emergent,12/11/2019 7:50,12/11/2019 7:51,12/11/2019 7:57,12/11/2019 8:03,Control traffic; Investigate,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/11/2019 7:50,0:25,6:40,7:05,12:41,"RESCUE, EMS",SM-225384,322 - Vehicle accident with injuries,-11658784.15,4792087.59
SM-2019-40879,2019-0049591,321,Emergency medical incident,B,8300 E Yale Avenue,201,UNINC ARAP,80231,Denver,21,5,SOUTH METRO,21,URBAN,Non-emergent,12/10/2019 18:03,12/10/2019 18:03,12/10/2019 18:13,12/10/2019 18:42,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/10/2019 18:03,0:17,10:00,10:17,39:34:00,"RESCUE, EMS",SM-225337,321 - Emergency medical incident,-11676538.5,4817708.016
SM-2019-40882,2019-0049594,325,Vehicle accident with no injuries,B,12201 E Arapahoe Road,,CENTENNIAL,80112,Arapahoe,35,5,SOUTH METRO,31,SUBURBAN,Emergent,12/10/2019 18:36,12/10/2019 18:37,12/10/2019 18:40,12/10/2019 18:45,Investigate,Vehicle parking area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 18:36,0:18,2:57,3:15,8:02,"RESCUE, EMS",SM-225342,325 - Vehicle accident with no injuries,-11671367.71,4807358.938
SM-2019-40896,2019-0049612,321,Emergency medical incident,B,774 Mercury Circle,,UNINC DOUG,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Non-emergent,12/10/2019 20:37,12/10/2019 20:38,12/10/2019 20:42,12/10/2019 21:18,Provide first aid &amp; check for injuries; Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 20:37,0:24,4:12,4:36,40:34:00,"RESCUE, EMS",SM-225356,321 - Emergency medical incident,-11677484.72,4800956.833
SM-2019-40897,2019-0049613,321,Emergency medical incident,B,7952 S Kalispell Way,,UNINC ARAP,80112,Douglas,42,5,SOUTH METRO,42,URBAN,Non-emergent,12/10/2019 21:07,12/10/2019 21:08,12/10/2019 21:12,12/10/2019 21:39,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/10/2019 21:07,0:13,4:38,4:51,31:25:00,"RESCUE, EMS",SM-225358,321 - Emergency medical incident,-11666727.91,4803944.358
SM-2019-40915,2019-0049632,321,Emergency medical incident,B,9235 S Broadway,,UNINC DOUG,80129,Douglas,18,1,SOUTH METRO,18,URBAN,Non-emergent,12/11/2019 3:52,12/11/2019 3:53,12/11/2019 4:00,12/11/2019 4:22,Provide basic life support (BLS); Transport person,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/11/2019 3:52,0:54,7:11,8:05,29:49:00,"RESCUE, EMS",SM-225375,321 - Emergency medical incident,-11688038.92,4800608.9
SM-2019-41490,2019-0050312,321,Emergency medical incident,C,2929 Summer Wind Lane,3202,UNINC DOUG,80129,Douglas,16,1,SOUTH METRO,16,URBAN,Emergent,12/16/2019 3:33,12/16/2019 3:33,12/16/2019 3:40,12/16/2019 4:21,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 3:33,0:19,7:10,7:29,48:00:00,"RESCUE, EMS",SM-225951,321 - Emergency medical incident,-11691500.95,4802228.841
SM-2019-41493,2019-0050315,733,Malfunction - due to smoke detector activation,C,18185 E Alamo Drive,,CENTENNIAL,80015,Arapahoe,22,5,SOUTH METRO,23,URBAN,Non-emergent,12/16/2019 5:07,12/16/2019 5:08,12/16/2019 5:15,12/16/2019 5:23,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 5:07,0:17,7:28,7:45,15:44,"FALSE ALARM, FALSE CALL",SM-225954,733 - Malfunction - due to smoke detector activation,-11663588.7,4809747.237
SM-2019-41510,2019-0050336,321,Emergency medical incident,B,7032 S Franklin Street,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,12/16/2019 9:13,12/16/2019 9:13,12/16/2019 9:18,12/16/2019 9:48,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 9:13,0:15,4:46,5:01,35:06:00,"RESCUE, EMS",SM-225972,321 - Emergency medical incident,-11685004.35,4806435.847
SM-2019-41511,2019-0050338,321,Emergency medical incident,B,5844 S Datura Street,205,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,12/16/2019 9:30,12/16/2019 9:31,12/16/2019 9:37,12/16/2019 10:17,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 9:30,0:44,6:28,7:12,47:17:00,"RESCUE, EMS",SM-225971,321 - Emergency medical incident,-11688906.1,4809542.049
SM-2019-41528,2019-0050358,414,Natural gas or LPG leak (inside),B,12269 Fifth Street,,UNINC DOUG,80134,Douglas,44,4,SOUTH METRO,44,SUBURBAN,Emergent,12/16/2019 10:54,12/16/2019 10:55,12/16/2019 11:01,12/16/2019 11:27,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 10:54,0:37,5:47,6:24,32:18:00,HAZARDOUS CONDITION,SM-225988,414 - Natural gas or LPG leak (inside),-11668211.8,4799342.872
SM-2019-41529,2019-0050359,415,Natural gas or LPG leak (outside) due to cut gas line,B,17943 E Ida Avenue,,CENTENNIAL,80015,Arapahoe,22,5,SOUTH METRO,42,URBAN,Emergent,12/16/2019 10:55,12/16/2019 10:55,12/16/2019 11:01,12/16/2019 11:51,"Investigate; Incident command; Hazmat detection, monitoring, sampling, &amp; analysis; Standby","Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/16/2019 10:55,0:33,5:25,5:58,56:23:00,HAZARDOUS CONDITION,SM-225987,415 - Natural gas or LPG leak (outside) due to cut gas line,-11663985,4809637.418
