Incident Num,CAD Num,Inc Type Code,Inc Type Desc,Shift,Address,Apt,City,Zip,County,Station First Due,BC District,Fire District,Medic First Due,Pop Density,Response Type,911 Date,Notify Date,Arrival Date,Clear Date,Action Taken,Property Use,Property Loss,Property Value,Mutual Aid,Cause of Ignition,Fire Spread,Injury/Fatality,Geo Status,How Geocoded,Incident Date,Process Time,Unit Response Time,Total Response Time,Total Resource Time,Incident Category,Record ID,Inc Type Desc,X,Y
SM-2019-11102,2019-0013157,321,Emergency medical incident,C,8555 E Evans Avenue,4-101,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,4/6/2019 17:34,4/6/2019 17:34,4/6/2019 17:38,4/6/2019 17:53,Provide advanced life support (ALS),Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/6/2019 17:34,0:28,4:04,4:32,19:04,"RESCUE, EMS",SM-195665,321 - Emergency medical incident,-11676132.18,4819482.6
SM-2019-11103,2019-0013158,321,Emergency medical incident,C,10601 E Easter Avenue,,CENTENNIAL,80112.1,Arapahoe,35,5,SOUTH METRO,31,URBAN,Emergent,4/6/2019 17:39,4/6/2019 17:40,4/6/2019 17:49,4/6/2019 18:11,"Emergency medical services, other",Vehicle parking area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/6/2019 17:39,0:19,9:15,9:34,31:27:00,"RESCUE, EMS",SM-195666,321 - Emergency medical incident,-11673582.97,4806428.624
SM-2019-11135,2019-0013199,600,"Good intent call, other",C,9137 E Lost Hill Trail,,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Emergent,4/6/2019 22:56,4/6/2019 22:57,4/6/2019 23:05,4/6/2019 23:17,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/6/2019 22:56,0:41,8:24,9:05,20:57,GOOD INTENT CALL,SM-195698,"600 - Good intent call, other",-11675493.21,4800105.068
SM-2019-11136,2019-0013200,321,Emergency medical incident,C,7770 S Peoria Street,LOBBY,UNINC ARAP,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,4/7/2019 0:06,4/7/2019 0:06,4/7/2019 0:12,4/7/2019 0:48,Transport person,"Hotel/motel, commercial",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 0:06,0:21,5:56,6:17,41:51:00,"RESCUE, EMS",SM-195699,321 - Emergency medical incident,-11671205.18,4804514.818
SM-2019-11150,2019-0013214,321,Emergency medical incident,C,50 Golden Eagle Court,,GREENWOOD VILLAGE,80121,Arapahoe,37,3,SOUTH METRO,37,SUBURBAN,Emergent,4/7/2019 6:16,4/7/2019 6:17,4/7/2019 6:24,4/7/2019 6:52,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 6:16,0:53,6:58,7:51,35:49:00,"RESCUE, EMS",SM-195713,321 - Emergency medical incident,-11680248.78,4810900.413
SM-2019-11153,2019-0013219,321,Emergency medical incident,C,830 W Crestline Place,,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,4/7/2019 8:01,4/7/2019 8:02,4/7/2019 8:07,4/7/2019 8:40,Transport person; Provide advanced life support (ALS),1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 8:01,0:45,5:36,6:21,39:16:00,"RESCUE, EMS",SM-195716,321 - Emergency medical incident,-11688319.44,4810608.494
SM-2019-11167,2019-0013239,561,Unauthorized burning,C,7749 Beverly Boulevard,,UNINC DOUG,80108,Douglas,36,1,SOUTH METRO,36,SUBURBAN,Non-emergent,4/7/2019 11:32,4/7/2019 11:32,4/7/2019 11:35,4/7/2019 11:49,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 11:32,0:21,3:06,3:27,17:03,SERVICE CALL,SM-195730,561 - Unauthorized burning,-11674548.11,4789875.109
SM-2019-11168,2019-0013240,321,Emergency medical incident,C,7969 E Arapahoe Road,COMPLEX,GREENWOOD VILLAGE,80112.3,Arapahoe,32,3,SOUTH METRO,32,URBAN,Non-emergent,4/7/2019 11:42,4/7/2019 11:43,4/7/2019 11:47,4/7/2019 12:20,Provide advanced life support (ALS); Transport person,Amusement center: indoor/outdoor,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 11:42,0:40,4:47,5:27,37:29:00,"RESCUE, EMS",SM-195731,321 - Emergency medical incident,-11677055.02,4807465.843
SM-2019-11185,2019-0013266,321,Emergency medical incident,C,9800 E IKEA Way,,CENTENNIAL,80112.1,Arapahoe,34,3,SOUTH METRO,34,URBAN,Emergent,4/7/2019 14:51,4/7/2019 14:52,4/7/2019 14:56,4/7/2019 15:03,Provide first aid &amp; check for injuries,Vehicle parking area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 14:51,0:50,4:44,5:34,12:40,"RESCUE, EMS",SM-195748,321 - Emergency medical incident,-11674643.84,4803928.472
SM-2019-11200,2019-0013287,322,Vehicle accident with injuries,C,S Parker Road & Woodman Drive,,PARKER,80134,Douglas,42,5,SOUTH METRO,42,URBAN,"No response (walk-in, etc.)",4/7/2019 17:29,4/7/2019 17:30,4/7/2019 17:30,4/7/2019 17:32,Investigate,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 17:29,0:26,0:28,0:54,3:05,"RESCUE, EMS",SM-195763,322 - Vehicle accident with injuries,-11663822.47,4801415.95
SM-2019-11203,2019-0013290,551,Assist police or other governmental agency,C,S Quebec Street & E Arkansas Avenue,,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,4/7/2019 17:37,4/7/2019 17:38,4/7/2019 17:44,4/7/2019 17:48,Provide first aid &amp; check for injuries,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 17:37,0:36,6:26,7:02,11:26,SERVICE CALL,SM-195766,551 - Assist police or other governmental agency,-11677805.32,4821254.606
SM-2019-11217,2019-0013305,321,Emergency medical incident,C,980 Sgt Jon Stiles Drive,,UNINC DOUG,80129,Douglas,18,2,SOUTH METRO,18,URBAN,Non-emergent,4/7/2019 19:23,4/7/2019 19:23,4/7/2019 19:26,4/7/2019 19:58,Provide basic life support (BLS); Transport person,"Food and beverage sales, grocery store",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 19:23,0:21,3:10,3:31,35:42:00,"RESCUE, EMS",SM-195780,321 - Emergency medical incident,-11688648.95,4800683.972
SM-2019-11218,2019-0013306,321,Emergency medical incident,C,14400 E Fremont Avenue,303,UNINC ARAP,80112.1,Arapahoe,35,5,SOUTH METRO,42,SUBURBAN,Non-emergent,4/7/2019 19:23,4/7/2019 19:24,4/7/2019 19:31,4/7/2019 20:03,Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/7/2019 19:23,0:49,6:53,7:42,39:54:00,"RESCUE, EMS",SM-195781,321 - Emergency medical incident,-11668732.78,4805576.394
SM-2019-11295,2019-0013397,745,Unintentional - alarm system activation (no fire),B,6595 S Dayton Street,,GREENWOOD VILLAGE,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Emergent,4/8/2019 10:25,4/8/2019 10:25,4/8/2019 10:32,4/8/2019 10:42,Restore fire alarm system,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 10:25,0:26,6:46,7:12,17:15,"FALSE ALARM, FALSE CALL",SM-195858,745 - Unintentional - alarm system activation (no fire),-11674824.18,4807590.086
SM-2019-11296,2019-0013399,743,Unintentional - smoke detector activation (no fire),B,3 Lynn Road,,CHERRY HILLS VILLAGE,80113.1,Arapahoe,38,3,SOUTH METRO,37,SUBURBAN,Emergent,4/8/2019 10:30,4/8/2019 10:30,4/8/2019 10:35,4/8/2019 10:41,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 10:30,0:17,4:36,4:53,11:36,"FALSE ALARM, FALSE CALL",SM-195859,743 - Unintentional - smoke detector activation (no fire),-11683570.55,4814047.034
SM-2019-11310,2019-0013417,414,Natural gas or LPG leak (inside),B,20971 E Smoky Hill Road,200,CENTENNIAL,80015,Arapahoe,23,5,SOUTH METRO,23,URBAN,Emergent,4/8/2019 12:00,4/8/2019 12:01,4/8/2019 12:09,4/8/2019 12:30,Incident command; Investigate,"Doctor, dentist or oral surgeon office",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 12:00,0:53,7:20,8:13,29:10:00,HAZARDOUS CONDITION,SM-195873,414 - Natural gas or LPG leak (inside),-11659900.69,4809290.628
SM-2019-11313,2019-0013420,741,Unintentional - sprinkler activation (no fire),B,10833 Heatherton Circle,,UNINC DOUG,80130,Douglas,17,2,SOUTH METRO,17,URBAN,"Emergent initially, changing to non-emergent",4/8/2019 12:17,4/8/2019 12:18,4/8/2019 12:24,4/8/2019 12:29,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 12:17,0:38,6:20,6:58,12:07,"FALSE ALARM, FALSE CALL",SM-195876,741 - Unintentional - sprinkler activation (no fire),-11680569.38,4796353.833
SM-2019-11314,2019-0013421,321,Emergency medical incident,B,10270 Commonwealth Street,7155,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,SUBURBAN,Non-emergent,4/8/2019 12:27,4/8/2019 12:29,4/8/2019 12:34,4/8/2019 12:59,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 12:27,1:14,5:43,6:57,31:55:00,"RESCUE, EMS",SM-195877,321 - Emergency medical incident,-11674838.65,4797821.54
SM-2019-11327,2019-0013434,321,Emergency medical incident,B,6274 S Grant Street,,CENTENNIAL,80121,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,4/8/2019 14:28,4/8/2019 14:28,4/8/2019 14:37,4/8/2019 15:12,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 14:28,0:20,8:58,9:18,44:35:00,"RESCUE, EMS",SM-195890,321 - Emergency medical incident,-11686765.42,4808442.488
SM-2019-11328,2019-0013435,743,Unintentional - smoke detector activation (no fire),B,7801 E Orchard Road,COMPLEX,GREENWOOD VILLAGE,80111.1,Arapahoe,32,3,SOUTH METRO,32,URBAN,Emergent,4/8/2019 14:34,4/8/2019 14:35,4/8/2019 14:36,4/8/2019 14:43,Investigate,"Hotel/motel, commercial",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 14:34,0:20,1:47,2:07,8:16,"FALSE ALARM, FALSE CALL",SM-195891,743 - Unintentional - smoke detector activation (no fire),-11677157.44,4809537.714
SM-2019-11345,2019-0013455,321,Emergency medical incident,B,7676 S Allison Court,,UNINC JEFF,80128,Jefferson,13,1,SOUTH METRO,13,URBAN,Non-emergent,4/8/2019 18:38,4/8/2019 18:39,4/8/2019 18:45,4/8/2019 19:13,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,4/8/2019 18:38,0:16,6:25,6:41,35:02:00,"RESCUE, EMS",SM-195909,321 - Emergency medical incident,-11698270.29,4804368.95
SM-2019-11346,2019-0013456,743,Unintentional - smoke detector activation (no fire),B,7774 S Oneida Court,,CENTENNIAL,80112,Douglas,33,3,SOUTH METRO,34,URBAN,Emergent,4/8/2019 18:44,4/8/2019 18:44,4/8/2019 18:48,4/8/2019 18:51,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 18:44,0:24,4:07,4:31,7:20,"FALSE ALARM, FALSE CALL",SM-195910,743 - Unintentional - smoke detector activation (no fire),-11678389.74,4804643.356
SM-2019-11360,2019-0013470,611,Dispatched & cancelled enroute,B,19900 E Arapahoe Road,,CENTENNIAL,80016,Arapahoe,23,5,SOUTH METRO,23,RURAL,"Emergent initially, changing to non-emergent",4/8/2019 20:39,4/8/2019 20:40,,4/8/2019 20:48,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 20:39,0:46,0:00,0:00,9:05,GOOD INTENT CALL,SM-195924,611 - Dispatched & cancelled enroute,-11661482.54,4807208.695
SM-2019-11363,2019-0013473,321,Emergency medical incident,B,6780 E Lake Circle,,CENTENNIAL,80111,Arapahoe,32,3,SOUTH METRO,32,URBAN,Non-emergent,4/8/2019 21:13,4/8/2019 21:14,4/8/2019 21:18,4/8/2019 21:42,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 21:13,0:25,3:52,4:17,28:21:00,"RESCUE, EMS",SM-195927,321 - Emergency medical incident,-11678550.04,4809029.098
SM-2019-11364,2019-0013474,511,Lock-out,B,3280 E County Line Road,148,UNINC DOUG,80126,Douglas,15,2,SOUTH METRO,15,URBAN,Non-emergent,4/8/2019 21:18,4/8/2019 21:19,4/8/2019 21:25,4/8/2019 21:31,"Assistance, other",Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/8/2019 21:18,0:53,6:15,7:08,13:06,SERVICE CALL,SM-195928,511 - Lock-out,-11683087.43,4802981.148
SM-2019-11377,2019-0013489,321,Emergency medical incident,B,2000 S Dayton Street,322,AURORA,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,4/9/2019 3:41,4/9/2019 3:41,4/9/2019 3:45,4/9/2019 4:25,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/9/2019 3:41,0:25,4:01,4:26,44:31:00,"RESCUE, EMS",SM-195941,321 - Emergency medical incident,-11674570.37,4819596.867
SM-2019-11378,2019-0013490,321,Emergency medical incident,B,7443 W Chatfield Avenue,,UNINC JEFF,80128,Jefferson,19,1,SOUTH METRO,16,URBAN,Non-emergent,4/9/2019 4:42,4/9/2019 4:42,4/9/2019 4:48,4/9/2019 5:21,Provide advanced life support (ALS); Transport person,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/9/2019 4:42,0:22,6:28,6:50,39:24:00,"RESCUE, EMS",SM-195942,321 - Emergency medical incident,-11697474.36,4803189.09
SM-2019-11395,2019-0013511,321,Emergency medical incident,B,9553 E Louisiana Place,,UNINC ARAP,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,4/9/2019 8:24,4/9/2019 8:25,4/9/2019 8:30,4/9/2019 9:11,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/9/2019 8:24,0:40,5:22,6:02,47:09:00,"RESCUE, EMS",SM-195959,321 - Emergency medical incident,-11674847.56,4821420.974
SM-2019-11451,2019-0013577,321,Emergency medical incident,B,7017 S Clinton Street,COMPLEX,GREENWOOD VILLAGE,80112.3,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,4/9/2019 17:03,4/9/2019 17:04,4/9/2019 17:07,4/9/2019 17:43,Provide advanced life support (ALS); Transport person,Restaurant or cafeteria,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/9/2019 17:03,0:47,3:39,4:26,39:56:00,"RESCUE, EMS",SM-196015,321 - Emergency medical incident,-11675251.65,4806388.178
SM-2019-11522,2019-0013670,744,Unintentional - heat detector activation (no fire),A,82 Inverness Drive E,,UNINC ARAP,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,"Emergent initially, changing to non-emergent",4/10/2019 10:41,4/10/2019 10:41,4/10/2019 10:52,4/10/2019 11:10,"Assistance, other; Investigate",Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/10/2019 10:41,0:27,10:33,11:00,29:34:00,"FALSE ALARM, FALSE CALL",SM-196085,744 - Unintentional - heat detector activation (no fire),-11673083.14,4804904.771
SM-2019-11523,2019-0013671,321,Emergency medical incident,A,9350 E Caley Avenue,COMPLEX,UNINC ARAP,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Non-emergent,4/10/2019 10:43,4/10/2019 10:43,4/10/2019 10:47,4/10/2019 11:42,Provide advanced life support (ALS); Transport person,Residential board and care,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/10/2019 10:43,0:33,4:05,4:38,59:10:00,"RESCUE, EMS",SM-196086,321 - Emergency medical incident,-11675188.19,4808302.342
SM-2019-11536,2019-0013686,321,Emergency medical incident,A,7707 S Dover Street,,UNINC JEFF,80128,Jefferson,13,1,SOUTH METRO,13,URBAN,Non-emergent,4/10/2019 11:57,4/10/2019 11:58,4/10/2019 12:04,4/10/2019 13:01,Provide basic life support (BLS); Transport person,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,4/10/2019 11:57,0:47,6:39,7:26,64:38:00,"RESCUE, EMS",SM-196099,321 - Emergency medical incident,-11699065.11,4804650.578
SM-2019-11537,2019-0013687,321,Emergency medical incident,A,7770 S Peoria Street,211,UNINC ARAP,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,4/10/2019 12:07,4/10/2019 12:08,4/10/2019 12:12,4/10/2019 13:00,Provide advanced life support (ALS); Transport person,"Hotel/motel, commercial",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/10/2019 12:07,0:51,4:02,4:53,52:53:00,"RESCUE, EMS",SM-196100,321 - Emergency medical incident,-11671205.18,4804514.818
SM-2019-11554,2019-0013707,321,Emergency medical incident,A,6601 S Colorado Boulevard,,CENTENNIAL,80121,Arapahoe,14,3,SOUTH METRO,15,URBAN,Emergent,4/10/2019 14:13,4/10/2019 14:13,4/10/2019 14:15,4/10/2019 14:39,Provide first aid &amp; check for injuries,Funeral parlor,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/10/2019 14:13,0:31,2:07,2:38,26:18:00,"RESCUE, EMS",SM-196117,321 - Emergency medical incident,-11682124.51,4807676.767
SM-2019-11555,2019-0013708,321,Emergency medical incident,A,7521 S Detroit Street,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,4/10/2019 14:14,4/10/2019 14:14,4/10/2019 14:18,4/10/2019 15:35,"Assistance, other",Residential board and care,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/10/2019 14:14,0:37,3:40,4:17,81:41:00,"RESCUE, EMS",SM-196118,321 - Emergency medical incident,-11683736.42,4805099.754
SM-2019-11701,2019-0013881,743,Unintentional - smoke detector activation (no fire),A,5975 S Holly Street,,CENTENNIAL,80121,Arapahoe,32,3,SOUTH METRO,32,URBAN,Emergent,4/11/2019 16:11,4/11/2019 16:12,4/11/2019 16:18,4/11/2019 16:29,Investigate; Restore fire alarm system,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 16:11,0:23,6:05,6:28,17:45,"FALSE ALARM, FALSE CALL",SM-196262,743 - Unintentional - smoke detector activation (no fire),-11680085.14,4809153.36
SM-2019-11702,2019-0013884,611,Dispatched & cancelled enroute,A,9293 E Arizona Place,,UNINC ARAP,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,"Emergent initially, changing to non-emergent",4/11/2019 16:33,4/11/2019 16:33,,4/11/2019 16:39,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 16:33,0:21,0:00,0:00,5:42,GOOD INTENT CALL,SM-196263,611 - Dispatched & cancelled enroute,-11675228.27,4821661.127
SM-2019-11715,2019-0013898,325,Vehicle accident with no injuries,A,8348 Erickson Boulevard,,LITTLETON,80129,Douglas,16,1,SOUTH METRO,16,URBAN,Non-emergent,4/11/2019 17:30,4/11/2019 17:30,4/11/2019 17:35,4/11/2019 17:47,Investigate,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 17:30,0:30,4:30,5:00,17:00,"RESCUE, EMS",SM-196276,325 - Vehicle accident with no injuries,-11690965.51,4802976.816
SM-2019-11716,2019-0013899,554,Assist invalid; lift assist without medical treatment,A,5618 S Newport Street,,GREENWOOD VILLAGE,80111.1,Arapahoe,32,3,SOUTH METRO,32,SUBURBAN,Non-emergent,4/11/2019 17:31,4/11/2019 17:31,4/11/2019 17:38,4/11/2019 17:41,Assist physically disabled,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 17:31,0:33,6:29,7:02,10:04,SERVICE CALL,SM-196277,554 - Assist invalid; lift assist without medical treatment,-11678522.21,4810118.609
SM-2019-11719,2019-0013902,321,Emergency medical incident,A,5677 S Park Place,102,GREENWOOD VILLAGE,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Non-emergent,4/11/2019 18:01,4/11/2019 18:02,4/11/2019 18:07,4/11/2019 18:37,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 18:01,0:55,4:24,5:19,35:36:00,"RESCUE, EMS",SM-196280,321 - Emergency medical incident,-11676173.37,4810318.028
SM-2019-11733,2019-0013918,554,Assist invalid; lift assist without medical treatment,A,2895 W Riverwalk Circle,304,LITTLETON,80123,Arapahoe,11,2,SOUTH METRO,11,URBAN,Emergent,4/11/2019 20:31,4/11/2019 20:31,4/11/2019 20:36,4/11/2019 20:49,Assist physically disabled,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 20:31,0:41,4:50,5:31,18:47,SERVICE CALL,SM-196294,554 - Assist invalid; lift assist without medical treatment,-11691075.71,4810786.245
SM-2019-11734,2019-0013919,511,Lock-out,A,7261 Brighton Place,,CASTLE PINES,80108,Douglas,36,1,SOUTH METRO,36,SUBURBAN,Non-emergent,4/11/2019 20:41,4/11/2019 20:42,4/11/2019 20:47,4/11/2019 20:52,Forcible entry,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/11/2019 20:41,0:43,5:37,6:20,10:31,SERVICE CALL,SM-196295,511 - Lock-out,-11676571.9,4789063.22
SM-2019-11751,2019-0013939,321,Emergency medical incident,A,5890 S Hickory Street,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,4/12/2019 4:25,4/12/2019 4:25,4/12/2019 4:31,4/12/2019 5:04,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 4:25,0:21,6:00,6:21,39:02:00,"RESCUE, EMS",SM-196312,321 - Emergency medical incident,-11688429.65,4809451.016
SM-2019-11752,2019-0013940,743,Unintentional - smoke detector activation (no fire),A,309 Inverness Way S,,UNINC DOUG,80112,Douglas,34,3,SOUTH METRO,34,URBAN,Emergent,4/12/2019 4:55,4/12/2019 4:55,4/12/2019 5:02,4/12/2019 5:12,Restore fire alarm system,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 4:55,0:24,6:27,6:51,17:10,"FALSE ALARM, FALSE CALL",SM-196313,743 - Unintentional - smoke detector activation (no fire),-11673302.44,4802966.708
SM-2019-11766,2019-0013958,325,Vehicle accident with no injuries,C,Stonegate Parkway & Keystone Boulevard,,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,44,URBAN,Emergent,4/12/2019 8:09,4/12/2019 8:10,4/12/2019 8:14,4/12/2019 8:23,Investigate,"Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 8:09,0:53,4:13,5:06,13:50,"RESCUE, EMS",SM-196327,325 - Vehicle accident with no injuries,-11667162.06,4797581.959
SM-2019-11769,2019-0013961,321,Emergency medical incident,C,4182 Sand Hill Lane,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Emergent,4/12/2019 8:48,4/12/2019 8:48,4/12/2019 8:53,4/12/2019 9:48,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 8:48,0:33,4:55,5:28,60:33:00,"RESCUE, EMS",SM-196330,321 - Emergency medical incident,-11681815.04,4800022.783
SM-2019-11783,2019-0013978,321,Emergency medical incident,C,2135 W Chenango Avenue,,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,4/12/2019 10:43,4/12/2019 10:43,4/12/2019 10:48,4/12/2019 11:15,Transport person; Provide advanced life support (ALS),"Health care, detention, & correction, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 10:43,0:22,4:25,4:47,31:40:00,"RESCUE, EMS",SM-196344,321 - Emergency medical incident,-11690076.06,4812052.276
SM-2019-11784,2019-0013980,321,Emergency medical incident,C,8000 E Peakview Avenue,209,GREENWOOD VILLAGE,80112.3,Arapahoe,32,3,SOUTH METRO,32,URBAN,Non-emergent,4/12/2019 10:57,4/12/2019 10:57,4/12/2019 11:01,4/12/2019 11:36,Provide advanced life support (ALS); Transport person,"Hotel/motel, commercial",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 10:57,0:22,4:00,4:22,39:12:00,"RESCUE, EMS",SM-196345,321 - Emergency medical incident,-11676938.14,4807730.221
SM-2019-11802,2019-0014004,321,Emergency medical incident,C,7274 S Sundown Circle,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,4/12/2019 14:17,4/12/2019 14:18,4/12/2019 14:20,4/12/2019 14:48,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 14:17,0:36,2:28,3:04,31:07:00,"RESCUE, EMS",SM-196362,321 - Emergency medical incident,-11688204.78,4806484.961
SM-2019-11803,2019-0014005,321,Emergency medical incident,C,10002 Park Meadows Drive,BLDG 2,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Non-emergent,4/12/2019 14:24,4/12/2019 14:25,4/12/2019 14:28,4/12/2019 15:03,Provide advanced life support (ALS); Transport person,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 14:24,0:36,2:47,3:23,38:41:00,"RESCUE, EMS",SM-196363,321 - Emergency medical incident,-11674854.24,4801297.559
SM-2019-11820,2019-0014025,321,Emergency medical incident,C,8417 Park Meadows Center Drive,COMPLEX,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Emergent,4/12/2019 17:30,4/12/2019 17:30,4/12/2019 17:34,4/12/2019 17:54,Provide advanced life support (ALS),Department or discount store,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 17:30,0:21,3:36,3:57,24:22:00,"RESCUE, EMS",SM-196380,321 - Emergency medical incident,-11674631.6,4802091.67
SM-2019-11834,2019-0014040,321,Emergency medical incident,C,9590 E Florida Avenue,1036,UNINC ARAP,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,4/12/2019 19:32,4/12/2019 19:32,4/12/2019 19:36,4/12/2019 20:08,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,4/12/2019 19:32,0:47,4:06,4:53,36:48:00,"RESCUE, EMS",SM-196394,321 - Emergency medical incident,-11674892.08,4820681.743
